3679720 2.19991e+06
0.1 44.9029 0.710852 1
0.106385 42.2077 0.652855 1
0.113178 39.6743 0.599589 1
0.120405 37.2928 0.550669 1
0.128093 35.0542 0.50574 1
0.136272 32.95 0.464476 1
0.144974 30.972 0.426578 1
0.15423 29.1126 0.391772 1
0.164078 27.3648 0.359806 1
0.174555 25.7219 0.330447 1
0.185701 24.1776 0.303484 1
0.197559 22.7259 0.27872 1
0.210173 21.3614 0.255977 1
0.223593 20.0787 0.235089 1
0.23787 18.8729 0.215906 1
0.253059 17.7396 0.198287 1
0.269217 16.6742 0.182106 1
0.286408 15.6727 0.167245 1
0.304695 14.7314 0.153596 1
0.324151 13.8465 0.141061 1
0.344849 13.0147 0.129549 1
0.366868 12.2329 0.118976 1
0.390294 11.4979 0.109266 1
0.415215 10.8071 0.100348 1
0.441728 10.1577 0.0921573 1
0.469933 9.5473 0.0846351 1
0.499939 8.97352 0.0777267 1
0.531862 8.43416 0.071382 1
0.565823 7.92717 0.065555 1
0.601952 7.45061 0.0602034 1
0.640388 7.00264 0.0552885 1
0.681278 6.58156 0.0507747 1
0.72478 6.18575 0.0466292 1
0.771059 5.81369 0.0428219 1
0.820293 5.46395 0.0393253 1
0.872671 5.13521 0.0361141 1
0.928393 4.82619 0.0331649 1
0.987673 4.53572 0.0304564 1
1.05074 4.26268 0.0279689 1
1.11783 4.00603 0.0256844 1
1.18921 3.76478 0.0235864 1
1.26514 3.538 0.0216595 1
1.34592 3.32484 0.01989 1
1.43186 3.12447 0.0182648 1
1.52329 2.93612 0.0167723 1
1.62056 2.75908 0.0154017 1
1.72404 2.59266 0.0141428 1
1.83412 2.43623 0.0129868 1
1.95123 2.28919 0.0119251 1
2.07582 2.15097 0.0109501 1
2.20837 2.02105 0.0100547 1
2.34938 1.89893 0.00923234 1
2.49939 1.78413 0.00847715 1
2.65899 1.67623 0.00778362 1
2.82877 1.5748 0.00714672 1
3.00939 1.47946 0.00656182 1
3.20155 1.38984 0.00602468 1
3.40598 1.3056 0.0055314 1
3.62346 1.22642 0.00507841 1
3.85483 1.15198 0.00466241 1
4.10097 1.08202 0.0042804 1
4.36282 1.01626 0.00392958 1
4.6414 0.954439 0.00360743 1
4.93777 0.896332 0.00331159 1
5.25306 0.841713 0.00303993 1
5.58848 0.790373 0.00279046 1
5.94532 0.742115 0.00256138 1
6.32494 0.696753 0.00235102 1
6.7288 0.654115 0.00215786 4.53072
7.15845 0.614433 0.00198113 4.56074
7.61554 0.577459 0.00181934 4.59214
8.10181 0.542971 0.00167117 4.62486
8.61913 0.510765 0.0015354 4.65884
9.16948 0.480661 0.00141094 4.69404
9.75498 0.452492 0.0012968 4.7304
10.3779 0.426109 0.00119209 4.76787
11.0405 0.401377 0.00109598 4.80639
11.7455 0.378172 0.00100774 4.8459
12.4955 0.356382 0.000926705 4.88635
13.2933 0.335906 0.000852258 4.92768
14.1421 0.31665 0.000783846 4.96984
15.0451 0.298529 0.000720963 5.01276
16.0058 0.281466 0.00066315 5.05639
17.0278 0.265389 0.000609985 5.10067
18.1151 0.250234 0.000561086 5.14552
19.2718 0.235941 0.000516103 5.19089
20.5023 0.222453 0.000474715 5.23671
21.8115 0.209722 0.00043663 5.28292
23.2042 0.197699 0.000401581 5.32944
24.6858 0.186341 0.000369321 5.3762
26.2621 0.175608 0.000339626 5.42313
27.939 0.165464 0.000312291 5.47014
29.723 0.155873 0.000287126 5.51716
31.6209 0.146804 0.000263958 5.56411
33.6399 0.138227 0.000242627 5.61089
35.7879 0.130113 0.000222989 5.65741
38.0731 0.122438 0.000204908 5.70358
40.5041 0.115176 0.000188261 5.7493
43.0904 0.108305 0.000172935 5.79447
45.8419 0.101803 0.000158824 5.83897
48.769 0.0956511 0.000145835 5.88269
51.883 0.0898301 0.000133877 5.92551
55.1959 0.0843225 0.00012287 5.9673
58.7203 0.0791116 0.000112739 6.00794
62.4697 0.0741821 0.000103414 6.04728
66.4586 0.0695191 9.48335e-05 6.08518
70.7021 0.0651088 8.69377e-05 6.12148
75.2166 0.0609383 7.96732e-05 6.15603
80.0194 0.0569952 7.29903e-05 6.18867
85.1288 0.053268 6.68433e-05 6.21921
90.5645 0.0497457 6.11901e-05 6.24748
96.3473 0.0464179 5.59919e-05 6.27329
102.499 0.0432748 5.12128e-05 6.29644
109.044 0.0403073 4.682e-05 6.31673
116.007 0.0375065 4.2783e-05 6.33395
123.414 0.0348641 3.90739e-05 6.34787
131.295 0.0323724 3.56667e-05 6.35829
139.678 0.0300239 3.25378e-05 6.36496
148.597 0.0278116 2.96651e-05 6.36765
