4683280 2.79989e+06
0.1 24.947 0.529848 1
0.106385 23.4497 0.486619 1
0.113178 22.0421 0.446916 1
0.120405 20.719 0.410452 1
0.128093 19.4753 0.376963 1
0.136272 18.3063 0.346207 1
0.144974 17.2073 0.317959 1
0.15423 16.1743 0.292015 1
0.164078 15.2033 0.268189 1
0.174555 14.2905 0.246306 1
0.185701 13.4325 0.226208 1
0.197559 12.626 0.20775 1
0.210173 11.8679 0.190798 1
0.223593 11.1552 0.175228 1
0.23787 10.4853 0.160929 1
0.253059 9.85567 0.147797 1
0.269217 9.26377 0.135736 1
0.286408 8.70739 0.124659 1
0.304695 8.18439 0.114486 1
0.324151 7.69278 0.105143 1
0.344849 7.23066 0.0965619 1
0.366868 6.79628 0.0886811 1
0.390294 6.38796 0.0814433 1
0.415215 6.00414 0.074796 1
0.441728 5.64336 0.0686911 1
0.469933 5.30422 0.0630843 1
0.499939 4.98544 0.057935 1
0.531862 4.68578 0.0532058 1
0.565823 4.40411 0.0488625 1
0.601952 4.13934 0.0448736 1
0.640388 3.89046 0.0412102 1
0.681278 3.65651 0.0378457 1
0.72478 3.43661 0.0347557 1
0.771059 3.2299 0.0319179 1
0.820293 3.03559 0.0293117 1
0.872671 2.85295 0.0269181 1
0.928393 2.68126 0.0247199 1
0.987673 2.51988 0.022701 1
1.05074 2.36819 0.0208469 1
1.11783 2.2256 0.0191441 1
1.18921 2.09156 0.0175803 1
1.26514 1.96557 0.0161441 1
1.34592 1.84714 0.0148251 1
1.43186 1.73582 0.0136138 1
1.52329 1.63118 0.0125014 1
1.62056 1.53282 0.0114797 1
1.72404 1.44036 0.0105414 1
1.83412 1.35345 0.00967973 1
1.95123 1.27175 0.00888839 1
2.07582 1.19496 0.00816164 1
2.20837 1.12278 0.00749422 1
2.34938 1.05493 0.00688129 1
2.49939 0.991153 0.00631839 1
2.65899 0.931203 0.00580146 1
2.82877 0.87485 0.00532673 1
3.00939 0.82188 0.00489077 1
3.20155 0.772089 0.0044904 1
3.40598 0.725287 0.00412273 1
3.62346 0.681293 0.00378509 1
3.85483 0.63994 0.00347502 1
4.10097 0.601069 0.00319028 1
4.36282 0.564531 0.0029288 1
4.6414 0.530186 0.00268867 1
4.93777 0.497903 0.00246817 1
5.25306 0.467557 0.00226568 1
5.58848 0.439033 0.00207974 1
5.94532 0.412221 0.00190899 1
6.32494 0.387019 0.0017522 1
6.7288 0.363329 0.00160822 3.5479
7.15845 0.341458 0.00147687 3.56888
7.61554 0.321226 0.00135693 3.59147
8.10181 0.302473 0.00124731 3.61562
8.61913 0.285059 0.00114704 3.64127
9.16948 0.268858 0.00105524 3.66836
9.75498 0.253757 0.000971131 3.69682
10.3779 0.239658 0.000894012 3.72662
11.0405 0.226471 0.000823252 3.75767
11.7455 0.214118 0.000758284 3.78993
12.4955 0.202529 0.000698597 3.82334
13.2933 0.191639 0.000643731 3.85783
14.1421 0.181394 0.000593271 3.89335
15.0451 0.171743 0.000546838 3.92984
16.0058 0.16264 0.000504095 3.96723
17.0278 0.154045 0.00046473 4.00549
18.1151 0.145921 0.000428465 4.04453
19.2718 0.138236 0.000395044 4.0843
20.5023 0.130959 0.000364235 4.12475
21.8115 0.124065 0.000335827 4.16582
23.2042 0.117527 0.000309627 4.20743
24.6858 0.111324 0.000285459 4.24954
26.2621 0.105435 0.000263161 4.29207
27.939 0.099843 0.000242586 4.33497
29.723 0.0945295 0.000223599 4.37817
31.6209 0.0894791 0.000206075 4.4216
33.6399 0.0846776 0.000189901 4.46519
35.7879 0.0801114 0.000174972 4.50888
38.0731 0.0757683 0.000161192 4.55258
40.5041 0.0716367 0.000148473 4.59624
43.0904 0.0677059 0.000136733 4.63976
45.8419 0.063966 0.000125896 4.68307
48.769 0.0604076 0.000115894 4.72608
51.883 0.0570219 0.000106663 4.76871
55.1959 0.0538006 9.81448e-05 4.81086
58.7203 0.0507361 9.0284e-05 4.85245
62.4697 0.047821 8.3031e-05 4.89337
66.4586 0.0450484 7.63395e-05 4.93352
70.7021 0.0424118 7.01668e-05 4.97279
75.2166 0.0399049 6.44734e-05 5.01107
80.0194 0.0375219 5.92227e-05 5.04825
85.1288 0.0352572 5.43812e-05 5.08419
90.5645 0.0331056 4.99177e-05 5.11876
