4967622 2.96988e+06
0.1 21.0075 0.486216 1
0.106385 19.7466 0.446547 1
0.113178 18.5614 0.410114 1
0.120405 17.4472 0.376653 1
0.128093 16.3999 0.345921 1
0.136272 15.4154 0.317697 1
0.144974 14.49 0.291775 1
0.15423 13.6201 0.267968 1
0.164078 12.8024 0.246104 1
0.174555 12.0338 0.226023 1
0.185701 11.3113 0.20758 1
0.197559 10.6321 0.190642 1
0.210173 9.99371 0.175085 1
0.223593 9.3936 0.160798 1
0.23787 8.8295 0.147677 1
0.253059 8.29925 0.135626 1
0.269217 7.80081 0.124558 1
0.286408 7.33229 0.114393 1
0.304695 6.89187 0.105058 1
0.324151 6.47789 0.0964838 1
0.344849 6.08874 0.0886095 1
0.366868 5.72295 0.0813777 1
0.390294 5.3791 0.0747359 1
0.415215 5.05589 0.068636 1
0.441728 4.75208 0.0630338 1
0.469933 4.46649 0.0578887 1
0.499939 4.19804 0.0531634 1
0.531862 3.9457 0.0488236 1
0.565823 3.70851 0.044838 1
0.601952 3.48554 0.0411776 1
0.640388 3.27596 0.0378158 1
0.681278 3.07896 0.0347284 1
0.72478 2.89377 0.0318929 1
0.771059 2.7197 0.0292888 1
0.820293 2.55608 0.0268971 1
0.872671 2.40227 0.0247007 1
0.928393 2.2577 0.0226835 1
0.987673 2.1218 0.0208309 1
1.05074 1.99406 0.0191295 1
1.11783 1.87398 0.0175669 1
1.18921 1.76111 0.0161319 1
1.26514 1.65501 0.0148139 1
1.34592 1.55528 0.0136036 1
1.43186 1.46154 0.012492 1
1.52329 1.37342 0.0114712 1
1.62056 1.29059 0.0105336 1
1.72404 1.21273 0.00967265 1
1.83412 1.13954 0.00888193 1
1.95123 1.07074 0.00815576 1
2.07582 1.00608 0.00748887 1
2.20837 0.945294 0.00687642 1
2.34938 0.888157 0.00631397 1
2.49939 0.834449 0.00579744 1
2.65899 0.783965 0.00532308 1
2.82877 0.73651 0.00488746 1
3.00939 0.691904 0.00448741 1
3.20155 0.649975 0.00412002 1
3.40598 0.610562 0.00378264 1
3.62346 0.573515 0.00347281 1
3.85483 0.538691 0.00318829 1
4.10097 0.505957 0.002927 1
4.36282 0.475189 0.00268706 1
4.6414 0.446266 0.00246673 1
4.93777 0.41908 0.00226439 1
5.25306 0.393526 0.00207859 1
5.58848 0.369506 0.00190797 1
5.94532 0.346927 0.00175129 1
6.32494 0.325704 0.00160742 1
6.7288 0.305754 0.00147531 3.3254
7.15845 0.287399 0.00135493 3.34431
7.61554 0.270472 0.00124513 3.36492
8.10181 0.254826 0.00114486 3.38716
8.61913 0.240332 0.00105321 3.41097
9.16948 0.226875 0.000969356 3.4363
9.75498 0.214354 0.000892554 3.46308
10.3779 0.202679 0.000822152 3.49124
11.0405 0.191772 0.000757563 3.52073
11.7455 0.181561 0.000698259 3.55149
12.4955 0.171985 0.000643768 3.58344
13.2933 0.162989 0.000593664 3.61654
14.1421 0.154522 0.000547566 3.65072
15.0451 0.146543 0.000505129 3.68592
16.0058 0.139012 0.000466041 3.72208
17.0278 0.131894 0.000430021 3.75914
18.1151 0.125159 0.000396814 3.79704
19.2718 0.118778 0.000366188 3.83572
20.5023 0.112728 0.000337933 3.87512
21.8115 0.106986 0.000311857 3.91518
23.2042 0.101531 0.000287787 3.95584
24.6858 0.0963466 0.000265563 3.99704
26.2621 0.091415 0.00024504 4.03871
27.939 0.0867218 0.000226085 4.08081
29.723 0.0822532 0.000208575 4.12325
31.6209 0.0779968 0.000192399 4.16598
33.6399 0.0739413 0.000177455 4.20893
35.7879 0.0700762 0.000163647 4.25204
38.0731 0.0663918 0.000150889 4.29524
40.5041 0.0628791 0.000139102 4.33845
43.0904 0.0595297 0.000128211 4.3816
45.8419 0.056336 0.000118149 4.42462
48.769 0.0532906 0.000108853 4.46743
51.883 0.0503867 0.000100266 4.50995
55.1959 0.0476181 9.23335e-05 4.55209
58.7203 0.0449785 8.5007e-05 4.59377
62.4697 0.0424625 7.82408e-05 4.63489
66.4586 0.0400645 7.19929e-05 4.67536
70.7021 0.0377795 6.62241e-05 4.71508
75.2166 0.0356026 6.08987e-05 4.75395
80.0194 0.0335293 5.59833e-05 4.79185
85.1288 0.0315551 5.1447e-05 4.82868
90.5645 0.0296759 4.72613e-05 4.86431
96.3473 0.0278877 4.33999e-05 4.89862
102.499 0.0261867 3.98383e-05 4.93149
109.044 0.0245692 3.6554e-05 4.96277
116.007 0.0230317 3.3526e-05 4.99233
123.414 0.0215709 3.07349e-05 5.02001
