49999.2	564.919	1.18921
99999	308.432	1.18921
149999	200.449	1.18921
199999	143.333	1.18921
249998	108.874	1.18921
299998	86.216	1.18921
349998	70.3814	1.18921
399998	58.802	1.18921
449998	50.0313	1.18921
499997	43.1989	1.18921
549997	37.7532	1.18921
599997	33.3293	1.18921
649997	29.6769	1.18921
699997	26.6197	1.18921
749996	24.0298	1.18921
799996	21.8129	1.18921
849996	19.8975	1.18921
899996	18.2291	1.18921
949996	16.7651	1.18921
999995	15.4719	1.18921
1.05e+06	14.3229	1.18921
1.1e+06	13.2963	1.18921
1.14999e+06	12.3746	1.18921
1.19999e+06	11.5433	1.18921
1.24999e+06	10.7903	1.18921
1.29999e+06	10.1058	1.18921
1.34999e+06	9.48114	1.18921
1.39999e+06	8.90929	1.18921
1.44999e+06	8.38415	1.18921
1.49999e+06	7.90052	1.18921
1.54999e+06	7.4539	1.18921
1.59999e+06	7.04043	1.18921
1.64999e+06	6.65674	1.18921
1.69999e+06	6.29988	1.18921
1.74999e+06	5.96727	1.18921
1.79999e+06	5.65666	1.18921
1.84999e+06	5.36604	1.18921
1.89999e+06	5.09364	1.18921
1.94999e+06	4.83788	1.18921
1.99999e+06	4.59737	1.18921
2.04999e+06	4.37084	1.18921
2.09999e+06	4.15717	1.18921
2.14999e+06	3.95536	1.18921
2.19999e+06	3.76448	1.18921
2.24999e+06	3.58373	1.18921
2.29999e+06	3.41235	1.18921
2.34999e+06	3.24967	1.18921
2.39999e+06	3.09507	1.18921
2.44999e+06	2.94801	1.18921
2.49999e+06	2.80795	1.18921
2.54999e+06	2.67445	1.18921
2.59999e+06	2.54707	1.18921
2.64999e+06	2.42541	1.18921
2.69999e+06	2.30912	1.18921
2.74999e+06	2.19787	1.18921
2.79999e+06	2.09135	1.18921
2.84999e+06	1.98928	1.18921
2.89999e+06	1.89139	1.18921
2.94999e+06	1.79744	1.18921
2.99999e+06	1.70721	1.18921
3.04999e+06	1.62049	1.18921
3.09999e+06	1.53709	1.18921
3.14999e+06	1.45682	1.18921
3.19999e+06	1.37952	1.18921
3.24999e+06	1.30503	1.18921
3.29999e+06	1.2332	1.18921
3.34999e+06	1.1639	1.18921
3.39999e+06	1.09699	1.18921
3.44999e+06	1.03237	1.18921
3.49999e+06	0.969909	1.18921
3.54999e+06	0.90951	1.18921
3.59999e+06	0.851072	1.18921
3.64998e+06	0.794501	1.18921
3.69998e+06	0.739711	1.18921
3.74998e+06	0.686618	1.18921
3.79998e+06	0.635144	1.18921
3.84998e+06	0.585217	1.18921
3.89998e+06	0.536768	1.18921
3.94998e+06	0.48973	1.18921
3.99998e+06	0.444043	1.18921
4.04998e+06	0.399649	1.18921
4.09998e+06	0.356491	1.18921
4.14998e+06	0.314518	1.18921
4.19998e+06	0.273681	1.18921
4.24998e+06	0.233933	1.18921
4.29998e+06	0.195229	1.18921
4.34998e+06	0.157528	1.18921
4.39998e+06	0.12079	1.18921
4.44998e+06	0.0849774	1.18921
4.49998e+06	0.0500536	1.18921
4.54998e+06	0.0159848	1.18921
4.59998e+06	0.000407202	1.18921
4.64998e+06	7.83681e-06	1.18921
4.69998e+06	1.50823e-07	1.18921
4.74998e+06	2.90267e-09	1.18921
4.79998e+06	5.58632e-11	1.18921
4.84998e+06	1.07511e-12	1.18921
4.89998e+06	2.06911e-14	1.18921
4.94998e+06	3.9821e-16	1.18921
4.99998e+06	7.66374e-18	1.18921
